Model_name,Model_link,Model_experiment_details,Average_open_llm_score ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,Type,Architecture,Weight type,Precision,Merged,Hub License,#Params (B),Hub ❤️,Not Available on HF,Model sha,Flagged,MoE,Average_llm_safety_score ⬆️,Non-toxicity,Non-Stereotype,AdvGLUE++,OoD,Adv Demo,Privacy,Ethics,Fairness,Experiment 🧪,Prefill (s),Decode (tokens/s),Memory (MB),Energy (tokens/kWh),chatbot_arena_rank ⬆️,Arena Elo,chatbot_arena_votes,Knowledge Cutoff,No Efficiency Data,No Safety Data,No Arena Data
cognitivecomputations/openchat-3.5-0106-laser,https://huggingface.co/cognitivecomputations/openchat-3.5-0106-laser,https://huggingface.co/datasets/open-llm-leaderboard/details_cognitivecomputations__openchat-3.5-0106-laser,69.46,66.04,83.18,65.11,52.08,81.45,68.92,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.0,18.0,False,56805ed2f93e991f77fa6dd83502daf96aff2c9d,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cognitivecomputations/yayi2-30b-llama,https://huggingface.co/cognitivecomputations/yayi2-30b-llama,https://huggingface.co/datasets/open-llm-leaderboard/details_cognitivecomputations__yayi2-30b-llama,48.46,35.67,53.37,70.6,49.08,63.14,18.88,🟢 pretrained,LlamaForCausalLM,Original,float16,True,other,30.0,22.0,False,01b331f04153b84a4ac049e71fd122d891424756,True,True,,,,,,,,,,,,,,,,,,,True,True,True
compressed-llm/llama-2-13b-awq,https://huggingface.co/compressed-llm/llama-2-13b-awq,,,,,,,,,not available,not available,not available,not available,False,not available,,,True,,False,False,62.54,23.4,78.0,50.35,53.13,38.97,75.53,81.85,99.07,,,,,,,,,,True,False,True
compressed-llm/llama-2-13b-awq,https://huggingface.co/compressed-llm/llama-2-13b-awq,,,,,,,,,not available,not available,not available,not available,False,not available,,,True,,False,False,62.47,21.52,77.33,40.64,55.65,49.48,74.38,82.47,98.28,,,,,,,,,,True,False,True
compressed-llm/llama-2-13b-awq,https://huggingface.co/compressed-llm/llama-2-13b-awq,,,,,,,,,not available,not available,not available,not available,False,not available,,,True,,False,False,61.56,22.63,74.0,43.16,54.56,46.68,74.03,78.36,99.07,,,,,,,,,,True,False,True
compressed-llm/llama-2-13b-chat-awq,https://huggingface.co/compressed-llm/llama-2-13b-chat-awq,,,,,,,,,not available,not available,not available,not available,False,not available,,,True,,False,False,71.32,80.96,100.0,39.48,58.16,61.38,95.59,62.81,72.15,,,,,,,,,,True,False,True
compressed-llm/llama-2-13b-chat-awq,https://huggingface.co/compressed-llm/llama-2-13b-chat-awq,,,,,,,,,not available,not available,not available,not available,False,not available,,,True,,False,False,70.68,75.44,98.67,41.99,58.17,57.27,93.13,62.56,78.19,,,,,,,,,,True,False,True
compressed-llm/llama-2-13b-chat-awq,https://huggingface.co/compressed-llm/llama-2-13b-chat-awq,,,,,,,,,not available,not available,not available,not available,False,not available,,,True,,False,False,69.95,80.69,100.0,37.39,58.38,66.29,96.31,52.35,68.17,,,,,,,,,,True,False,True
compressed-llm/llama-2-13b-chat-gptq,https://huggingface.co/compressed-llm/llama-2-13b-chat-gptq,,,,,,,,,not available,not available,not available,not available,False,not available,,,True,,False,False,71.99,80.87,100.0,37.12,59.1,67.2,95.56,53.93,82.11,,,,,,,,,,True,False,True
compressed-llm/llama-2-13b-gptq,https://huggingface.co/compressed-llm/llama-2-13b-gptq,,,,,,,,,not available,not available,not available,not available,False,not available,,,True,,False,False,62.4,22.41,77.67,40.76,55.63,49.65,72.14,82.4,98.51,,,,,,,,,,True,False,True
compressed-llm/llama-2-13b-gptq,https://huggingface.co/compressed-llm/llama-2-13b-gptq,,,,,,,,,not available,not available,not available,not available,False,not available,,,True,,False,False,61.03,23.75,78.67,44.06,45.27,48.22,77.72,72.83,97.7,,,,,,,,,,True,False,True
compressed-llm/llama-2-13b-gptq,https://huggingface.co/compressed-llm/llama-2-13b-gptq,,,,,,,,,not available,not available,not available,not available,False,not available,,,True,,False,False,60.95,22.53,77.0,36.31,49.95,45.11,76.87,81.62,98.23,,,,,,,,,,True,False,True
compressed-llm/vicuna-13b-v1.3-awq,https://huggingface.co/compressed-llm/vicuna-13b-v1.3-awq,,,,,,,,,not available,not available,not available,not available,False,not available,,,True,,False,False,60.14,28.21,77.33,39.91,61.61,60.81,79.55,57.77,75.92,,,,,,,,,,True,False,True
compressed-llm/vicuna-13b-v1.3-awq,https://huggingface.co/compressed-llm/vicuna-13b-v1.3-awq,,,,,,,,,not available,not available,not available,not available,False,not available,,,True,,False,False,60.1,29.27,82.33,39.53,59.47,62.49,79.11,54.05,74.5,,,,,,,,,,True,False,True
compressed-llm/vicuna-13b-v1.3-awq,https://huggingface.co/compressed-llm/vicuna-13b-v1.3-awq,,,,,,,,,not available,not available,not available,not available,False,not available,,,True,,False,False,59.04,30.61,82.0,42.19,59.2,56.31,79.18,46.42,76.42,,,,,,,,,,True,False,True
compressed-llm/vicuna-13b-v1.3-gptq,https://huggingface.co/compressed-llm/vicuna-13b-v1.3-gptq,,,,,,,,,not available,not available,not available,not available,False,not available,,,True,,False,False,61.56,51.51,90.0,31.83,53.52,49.22,75.93,48.12,92.38,,,,,,,,,,True,False,True
compressed-llm/vicuna-13b-v1.3_gptq,https://huggingface.co/compressed-llm/vicuna-13b-v1.3_gptq,,,,,,,,,not available,not available,not available,not available,False,not available,,,True,,False,False,65.96,48.81,67.0,39.27,62.91,60.38,79.3,73.66,96.36,,,,,,,,,,True,False,True
compressed-llm/vicuna-13b-v1.3_gptq,https://huggingface.co/compressed-llm/vicuna-13b-v1.3_gptq,,,,,,,,,not available,not available,not available,not available,False,not available,,,True,,False,False,62.91,50.46,82.67,39.96,59.41,60.59,78.51,54.66,77.0,,,,,,,,,,True,False,True
concedo/KobbleTiny,https://huggingface.co/concedo/KobbleTiny,https://huggingface.co/datasets/open-llm-leaderboard/details_concedo__KobbleTiny,37.23,35.92,60.81,26.22,38.29,60.22,1.9,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,True,apache-2.0,1.0,0.0,True,eb0c96864bfecfd6ac9ece1a42c4654b4997eb72,True,True,,,,,,,,,,,,,,,,,,,True,True,True
concedo/KobbleTinyV2-1.1B,https://huggingface.co/concedo/KobbleTinyV2-1.1B,https://huggingface.co/datasets/open-llm-leaderboard/details_concedo__KobbleTinyV2-1.1B,37.22,36.18,60.83,26.59,38.64,59.43,1.67,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,True,apache-2.0,1.0,7.0,False,d201fa0296036e5adce17db66cc38da02e4a4128,True,True,,,,,,,,,,,,,,,,,,,True,True,True
concedo/OPT-19M-ChatSalad,https://huggingface.co/concedo/OPT-19M-ChatSalad,https://huggingface.co/datasets/open-llm-leaderboard/details_concedo__OPT-19M-ChatSalad,28.96,24.4,25.15,23.12,51.36,49.72,0.0,🔶 fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,True,other,0.0,17.0,False,3930ca6bf3976e9b603815403cb373398ae509e5,True,True,,,,,,,,,,,,,,,,,,,True,True,True
concedo/Pythia-70M-ChatSalad,https://huggingface.co/concedo/Pythia-70M-ChatSalad,https://huggingface.co/datasets/open-llm-leaderboard/details_concedo__Pythia-70M-ChatSalad,29.2,20.99,27.28,24.78,49.74,52.41,0.0,🔶 fine-tuned on domain-specific datasets,GPTNeoXForCausalLM,Original,float16,True,other,0.0,6.0,False,692289413c47c219cf83b1596783a8e9223541eb,True,True,,,,,,,,,,,,,,,,,,,True,True,True
concedo/Vicuzard-30B-Uncensored,https://huggingface.co/concedo/Vicuzard-30B-Uncensored,https://huggingface.co/datasets/open-llm-leaderboard/details_concedo__Vicuzard-30B-Uncensored,58.26,62.97,83.68,58.16,52.27,77.11,15.39,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,other,30.0,11.0,False,e2329c05a6e59660ba3cbcc01adf30a78f852594,True,True,,,,,,,,,,,,,,,,,,,True,True,True
conceptofmind/LLongMA-2-13b-16k,https://huggingface.co/conceptofmind/LLongMA-2-13b-16k,https://huggingface.co/datasets/open-llm-leaderboard/details_conceptofmind__LLongMA-2-13b-16k,50.22,54.27,79.63,50.97,37.71,72.77,5.99,🔶 fine-tuned on domain-specific datasets,Unknown,Original,float16,True,?,13.0,0.0,True,c2defe28e2f3f10460baf8f778b00986a53aa7a2,True,True,,,,,,,,,,,,,,,,,,,True,True,True
conceptofmind/LLongMA-2-13b-16k,https://huggingface.co/conceptofmind/LLongMA-2-13b-16k,https://huggingface.co/datasets/open-llm-leaderboard/details_conceptofmind__LLongMA-2-13b-16k,50.09,54.27,79.66,50.86,37.68,72.61,5.46,🔶 fine-tuned on domain-specific datasets,Unknown,Original,bfloat16,True,?,13.0,0.0,True,c2defe28e2f3f10460baf8f778b00986a53aa7a2,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cookinai/Bald-Eagle-7B,https://huggingface.co/cookinai/Bald-Eagle-7B,https://huggingface.co/datasets/open-llm-leaderboard/details_cookinai__Bald-Eagle-7B,69.39,64.51,84.79,64.39,54.65,80.98,67.02,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,True,cc-by-nc-nd-4.0,7.0,0.0,False,6f5a38b66c4121b2dae4545ad3b2c42fb2637556,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cookinai/Blitz-v0.1,https://huggingface.co/cookinai/Blitz-v0.1,https://huggingface.co/datasets/open-llm-leaderboard/details_cookinai__Blitz-v0.1,63.03,55.2,82.5,61.33,60.77,77.43,40.94,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,True,cc-by-4.0,7.0,0.0,False,8617ca42117e462cbe856f23807cb9e8c3fbae8a,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cookinai/Blitz-v0.2,https://huggingface.co/cookinai/Blitz-v0.2,https://huggingface.co/datasets/open-llm-leaderboard/details_cookinai__Blitz-v0.2,59.93,59.04,83.0,62.96,42.71,78.3,33.59,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,True,cc-by-4.0,0.0,0.0,False,ce6df89ef2377c14f2fb5d9b7810b2f65b7fc997,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cookinai/BruinHermes,https://huggingface.co/cookinai/BruinHermes,https://huggingface.co/spaces/HuggingFaceH4/open_llm_leaderboard/discussions/474,73.42,70.14,87.07,65.22,65.6,81.29,71.19,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,unknown,7.0,0.0,False,59db3aa4f37411d5c97a6182dcf5ecfe1757ee4a,False,True,,,,,,,,,,,,,,,,,,,True,True,True
cookinai/CM-14,https://huggingface.co/cookinai/CM-14,https://huggingface.co/datasets/open-llm-leaderboard/details_cookinai__CM-14,72.82,69.37,86.97,65.37,61.9,81.06,72.25,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,False,cc-by-nc-4.0,7.0,0.0,False,7ab2f7eedca7ec6a6463ba4b2f822a06e47b4cd4,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cookinai/CatMacaroni-Slerp,https://huggingface.co/cookinai/CatMacaroni-Slerp,https://huggingface.co/datasets/open-llm-leaderboard/details_cookinai__CatMacaroni-Slerp,72.74,69.28,86.88,65.02,61.02,81.14,73.09,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,apache-2.0,7.0,3.0,False,6045552b7283e50378fb5c3e31f75072c1bc91f8,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cookinai/CatMacaroni14,https://huggingface.co/cookinai/CatMacaroni14,https://huggingface.co/datasets/open-llm-leaderboard/details_cookinai__CatMacaroni14,72.68,69.11,86.92,65.07,61.58,81.06,72.33,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.0,0.0,False,66f6d076cf5396d4cecc08696addf12567c55a85,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cookinai/DonutLM-v1,https://huggingface.co/cookinai/DonutLM-v1,https://huggingface.co/datasets/open-llm-leaderboard/details_cookinai__DonutLM-v1,72.05,69.11,85.91,65.45,63.36,81.69,66.79,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,False,apache-2.0,7.0,0.0,False,710e480608d7f9bd42bbc1d90046580f1ffdbe04,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cookinai/LlamaReflect-8B-CoT,https://huggingface.co/cookinai/LlamaReflect-8B-CoT,https://huggingface.co/datasets/open-llm-leaderboard/details_cookinai__LlamaReflect-8B-CoT,62.32,57.17,81.82,65.38,47.84,77.58,44.12,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,True,apache-2.0,8.0,2.0,False,72fdb49a3f49a6b53cb38f7f0e396413f41f1ac1,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cookinai/LlamaReflect-8B-CoT-safetensors,https://huggingface.co/cookinai/LlamaReflect-8B-CoT-safetensors,https://huggingface.co/datasets/open-llm-leaderboard/details_cookinai__LlamaReflect-8B-CoT-safetensors,62.32,57.17,81.82,65.38,47.84,77.58,44.12,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,True,apache-2.0,8.0,0.0,False,fe316c8506cffe60652fb0edf513a4461fa35a7a,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cookinai/OpenCM-14,https://huggingface.co/cookinai/OpenCM-14,https://huggingface.co/spaces/HuggingFaceH4/open_llm_leaderboard/discussions/540,72.75,69.28,86.89,65.01,61.07,81.29,72.93,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,False,cc-by-nc-4.0,7.0,0.0,False,744228e768a6d117952ead1d981c410dd0d3ce4d,False,True,,,,,,,,,,,,,,,,,,,True,True,True
cookinai/OrcaHermes-Mistral-70B-miqu,https://huggingface.co/cookinai/OrcaHermes-Mistral-70B-miqu,https://huggingface.co/datasets/open-llm-leaderboard/details_cookinai__OrcaHermes-Mistral-70B-miqu,75.51,71.33,87.78,75.47,60.72,84.53,73.24,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,68.0,5.0,False,d8b56411b045767511593f901179c01855e9d7e8,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cookinai/Valkyrie-V1,https://huggingface.co/cookinai/Valkyrie-V1,https://huggingface.co/datasets/open-llm-leaderboard/details_cookinai__Valkyrie-V1,71.92,67.24,86.27,64.82,60.4,81.45,71.34,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.0,1.0,False,78917a93a47ea6d401458d0e283a2c6db6c68a47,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cookinai/titanbagel,https://huggingface.co/cookinai/titanbagel,https://huggingface.co/datasets/open-llm-leaderboard/details_cookinai__titanbagel,64.21,62.71,83.36,63.12,52.49,79.08,44.5,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,True,cc-by-4.0,0.0,0.0,True,dc2dcdfe71a5f9a059d98c8e573df3254ff5bdd0,True,True,,,,,,,,,,,,,,,,,,,True,True,True
core-3/kuno-dogpark-7b,https://huggingface.co/core-3/kuno-dogpark-7b,https://huggingface.co/datasets/open-llm-leaderboard/details_core-3__kuno-dogpark-7b,74.82,71.84,88.15,65.07,71.14,82.24,70.51,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,False,cc-by-nc-2.0,7.0,0.0,False,962eef5f0f7116b41ed6542d8ffa15f4fb9c5147,True,True,,,,,,,,,,,,,,,,,,,True,True,True
core-3/kuno-dogwalker-7b,https://huggingface.co/core-3/kuno-dogwalker-7b,https://huggingface.co/datasets/open-llm-leaderboard/details_core-3__kuno-dogwalker-7b,74.94,72.01,88.17,64.96,71.39,82.0,71.11,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,False,cc-by-nc-2.0,7.0,0.0,False,65d8179cba89a9d4b28d943daea33a6ae2c2841f,True,True,,,,,,,,,,,,,,,,,,,True,True,True
core-3/kuno-royale-7B,https://huggingface.co/core-3/kuno-royale-7B,https://huggingface.co/datasets/open-llm-leaderboard/details_core-3__kuno-royale-7B,74.74,71.76,88.2,65.13,71.12,82.32,69.9,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,False,cc-by-nc-2.0,7.0,0.0,False,450b2a9f247b2d8486c99b9c1f8777966ae2454c,True,True,,,,,,,,,,,,,,,,,,,True,True,True
core-3/kuno-royale-7b,https://huggingface.co/core-3/kuno-royale-7b,https://huggingface.co/datasets/open-llm-leaderboard/details_core-3__kuno-royale-7b,74.74,71.76,88.2,65.13,71.12,82.32,69.9,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,True,cc-by-nc-2.0,7.0,0.0,True,450b2a9f247b2d8486c99b9c1f8777966ae2454c,True,True,,,,,,,,,,,,,,,,,,,True,True,True
core-3/kuno-royale-v2-7b,https://huggingface.co/core-3/kuno-royale-v2-7b,https://huggingface.co/datasets/open-llm-leaderboard/details_core-3__kuno-royale-v2-7b,74.8,72.01,88.15,65.07,71.1,82.24,70.2,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,False,cc-by-nc-2.0,7.0,0.0,False,ff99dd167bfbb5dd3e5d74bb72e09a007f365541,True,False,,,,,,,,,,,,,,,,,,,True,True,True
core-3/kuno-royale-v3-7b,https://huggingface.co/core-3/kuno-royale-v3-7b,https://huggingface.co/datasets/open-llm-leaderboard/details_core-3__kuno-royale-v3-7b,74.88,71.76,88.23,65.06,71.13,82.32,70.81,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,False,cc-by-nc-2.0,7.0,0.0,False,5e5425d13bef73009854548e9b59db1c2a9cba83,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cris177/DesivoMerge0.1,https://huggingface.co/cris177/DesivoMerge0.1,https://huggingface.co/datasets/open-llm-leaderboard/details_cris177__DesivoMerge0.1,68.01,65.87,85.39,64.35,55.36,78.53,58.53,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.0,0.0,False,d92500827c768d24362b53b94501bee63d65823f,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cris177/Orca-Hermes-7B-slerp,https://huggingface.co/cris177/Orca-Hermes-7B-slerp,https://huggingface.co/datasets/open-llm-leaderboard/details_cris177__Orca-Hermes-7B-slerp,66.39,64.08,84.44,63.56,52.84,77.9,55.5,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.0,2.0,False,1c80f2f1ab153a6926005697fa23617c6de45a2f,True,True,,,,,,,,,,,,,,,,,,,True,True,True
croissantllm/CroissantCool-v0.2,https://huggingface.co/croissantllm/CroissantCool-v0.2,https://huggingface.co/datasets/open-llm-leaderboard/details_croissantllm__CroissantCool-v0.2,34.45,31.83,54.58,24.54,39.34,56.43,0.0,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,mit,1.0,3.0,False,c74ac4b38311306a7b49d99a1f32431e4508e4f3,True,True,,,,,,,,,,,,,,,,,,,True,True,True
croissantllm/CroissantLLMBase,https://huggingface.co/croissantllm/CroissantLLMBase,https://huggingface.co/datasets/open-llm-leaderboard/details_croissantllm__CroissantLLMBase,34.41,31.57,54.03,25.07,37.49,57.46,0.83,🟢 pretrained,LlamaForCausalLM,Original,bfloat16,True,mit,0.0,28.0,False,b22c20207a5a1b2b4bb3f2b511096c1f0cc95b81,True,True,,,,,,,,,,,,,,,,,,,True,True,True
croissantllm/CroissantLLMBase,https://huggingface.co/croissantllm/CroissantLLMBase,https://huggingface.co/datasets/open-llm-leaderboard/details_croissantllm__CroissantLLMBase,33.99,30.63,54.18,25.72,37.39,55.41,0.61,🟢 pretrained,LlamaForCausalLM,Original,float16,True,mit,0.0,28.0,False,b22c20207a5a1b2b4bb3f2b511096c1f0cc95b81,True,True,,,,,,,,,,,,,,,,,,,True,True,True
crumb/apricot-wildflower-20,https://huggingface.co/crumb/apricot-wildflower-20,https://huggingface.co/datasets/open-llm-leaderboard/details_crumb__apricot-wildflower-20,59.74,59.64,81.76,63.38,41.76,77.9,33.97,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.0,2.0,False,27610b542c84b446c397dd92cc28d53c278b1ecb,True,False,,,,,,,,,,,,,,,,,,,True,True,True
crumb/gpt2023,https://huggingface.co/crumb/gpt2023,https://huggingface.co/datasets/open-llm-leaderboard/details_crumb__gpt2023,28.2,21.93,31.11,25.05,40.71,50.12,0.3,🔶 fine-tuned on domain-specific datasets,GPT2LMHeadModel,Original,float16,True,mit,0.0,17.0,False,e3620b53d164529575db66d9d4f4382311dd713c,True,True,,,,,,,,,,,,,,,,,,,True,True,True
crumb/model-a-48.5m,https://huggingface.co/crumb/model-a-48.5m,https://huggingface.co/datasets/open-llm-leaderboard/details_crumb__model-a-48.5m,28.98,22.18,27.85,25.08,46.75,51.7,0.3,🟢 pretrained,MistralForCausalLM,Original,bfloat16,True,apache-2.0,0.0,2.0,True,5aba9fe63195029ceddc2c54751be160b635586a,True,True,,,,,,,,,,,,,,,,,,,True,True,True
crumb/nano-mistral,https://huggingface.co/crumb/nano-mistral,https://huggingface.co/datasets/open-llm-leaderboard/details_crumb__nano-mistral,29.2,21.67,28.52,25.16,47.42,52.41,0.0,🟢 pretrained,MistralForCausalLM,Original,bfloat16,True,apache-2.0,0.0,3.0,False,c988b8c8f84d863f9155e924884169081fbde2b8,True,True,,,,,,,,,,,,,,,,,,,True,True,True
csitfun/llama-7b-logicot,https://huggingface.co/csitfun/llama-7b-logicot,https://huggingface.co/datasets/open-llm-leaderboard/details_csitfun__llama-7b-logicot,44.95,47.01,72.56,38.93,43.63,67.56,0.0,not available,LlamaForCausalLM,Original,float16,True,cc-by-sa-4.0,7.0,7.0,False,8e9c93c09e6a6c7d504c88d6ca598144829bced8,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cstr/Spaetzle-v12-7b,https://huggingface.co/cstr/Spaetzle-v12-7b,https://huggingface.co/datasets/open-llm-leaderboard/details_cstr__Spaetzle-v12-7b,69.36,65.96,86.16,63.48,57.84,80.03,62.7,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,False,cc-by-sa-4.0,7.0,0.0,False,f4c2a23da2edce2deb7c81ef615ec35d053b7353,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cstr/Spaetzle-v44-7b,https://huggingface.co/cstr/Spaetzle-v44-7b,https://huggingface.co/datasets/open-llm-leaderboard/details_cstr__Spaetzle-v44-7b,66.34,64.59,84.76,61.76,54.45,78.77,53.68,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,bfloat16,True,cc-by-sa-4.0,7.0,0.0,True,5f6becfdbc97b1caf280714e5755c00c5ad61cbf,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cstr/Spaetzle-v69-7b,https://huggingface.co/cstr/Spaetzle-v69-7b,https://huggingface.co/datasets/open-llm-leaderboard/details_cstr__Spaetzle-v69-7b,72.87,69.54,86.77,64.63,65.61,81.93,68.76,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,False,cc-by-nc-4.0,7.0,1.0,False,d9c918d5c505e76a12b810d2538902ebebaa036e,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cstr/Spaetzle-v8-7b,https://huggingface.co/cstr/Spaetzle-v8-7b,https://huggingface.co/datasets/open-llm-leaderboard/details_cstr__Spaetzle-v8-7b,72.27,68.69,86.68,64.6,64.05,81.45,68.16,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,True,not available,7.0,2.0,True,4de312664e059136d304f261755ba77baba94bb8,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cstr/Spaetzle-v8-7b,https://huggingface.co/cstr/Spaetzle-v8-7b,https://huggingface.co/datasets/open-llm-leaderboard/details_cstr__Spaetzle-v8-7b,72.14,68.69,86.66,64.59,64.06,81.37,67.48,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,True,not available,7.0,2.0,True,4de312664e059136d304f261755ba77baba94bb8,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cstr/llama3-8b-spaetzle-v13,https://huggingface.co/cstr/llama3-8b-spaetzle-v13,https://huggingface.co/datasets/open-llm-leaderboard/details_cstr__llama3-8b-spaetzle-v13,71.26,68.69,85.05,68.06,59.43,79.24,67.1,🤝 base merges and moerges,LlamaForCausalLM,Original,bfloat16,False,llama3,8.0,0.0,False,eee0b68fb6604974b0d3318f9fec51549e2c574d,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cstr/phi-3-orpo-v9_16,https://huggingface.co/cstr/phi-3-orpo-v9_16,https://huggingface.co/datasets/open-llm-leaderboard/details_cstr__phi-3-orpo-v9_16,64.4,60.41,78.37,65.26,49.76,70.24,62.32,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,True,apache-2.0,0.0,0.0,False,ffd05e2889c7c47489b9b9efd4f0e8752e8ab963,True,True,,,,,,,,,,,,,,,,,,,True,True,True
csujeong/Falcon-7B-Fintued-Finance-Stock-E,https://huggingface.co/csujeong/Falcon-7B-Fintued-Finance-Stock-E,https://huggingface.co/datasets/open-llm-leaderboard/details_csujeong__Falcon-7B-Fintued-Finance-Stock-E,44.37,50.09,78.26,27.36,36.7,70.72,3.11,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,7.0,0.0,False,9f0bd2f7301a8ca44954c2b93359e564b9b61678,True,True,,,,,,,,,,,,,,,,,,,True,True,True
csujeong/Gemma-7B-Finetuning-JCS-Ko-Ins,https://huggingface.co/csujeong/Gemma-7B-Finetuning-JCS-Ko-Ins,https://huggingface.co/datasets/open-llm-leaderboard/details_csujeong__Gemma-7B-Finetuning-JCS-Ko-Ins,65.18,62.46,82.78,66.23,48.6,79.08,51.93,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,other,7.0,1.0,False,54ded4775e2db352629004939236918da8abc9a4,True,True,,,,,,,,,,,,,,,,,,,True,True,True
csujeong/Mistral-7B-Finetuning-Insurance-16R,https://huggingface.co/csujeong/Mistral-7B-Finetuning-Insurance-16R,https://huggingface.co/datasets/open-llm-leaderboard/details_csujeong__Mistral-7B-Finetuning-Insurance-16R,60.6,60.84,83.44,63.61,43.11,78.45,34.12,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,7.0,0.0,False,0d0870a954b4741097e3400d52ba8f82ff553dc5,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cuidada/Hua-v0.1,https://huggingface.co/cuidada/Hua-v0.1,https://huggingface.co/datasets/open-llm-leaderboard/details_cuidada__Hua-v0.1,46.99,44.62,66.52,44.22,43.18,63.06,20.32,🔶 fine-tuned on domain-specific datasets,?,Adapter,bfloat16,True,apache-2.0,0.0,0.0,True,8699d714c0ce66277f013da699d9d6634385320d,True,True,,,,,,,,,,,,,,,,,,,True,True,True
cyberagent/calm2-7b-chat,https://huggingface.co/cyberagent/calm2-7b-chat,https://huggingface.co/datasets/open-llm-leaderboard/details_cyberagent__calm2-7b-chat,43.27,40.27,68.12,39.39,41.96,64.96,4.93,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,bfloat16,True,apache-2.0,7.0,70.0,False,f666a1e43500643cb3ff8c988a6ea5b56afe934a,True,True,,,,,,,,,,,,,,,,,,,True,True,True
